label,text,len
ham,great office today,0.031
ham,cool little get time soon,0.066
ham,sad puppy noise,0.019
ham,yes possible dint try not tell k,0.057
ham,holla need excuse creep people,0.1
ham, happen,0.022
ham,go to ask think,0.044
spam,ur cash balance currently pound maximize ur cash send row,0.146
spam,private account statement show un redeem point  identifier,0.133
ham,chase run cross street,0.067
spam,like tell deep dark fantasy min stop text nat rate,0.126
ham,come leave news work place,0.084
ham,hey inconvenient sis huh,0.048
ham,u know get approve,0.043
ham,good day miss,0.069
ham,want,0.027
ham,time tell stage use laugh listen aha,0.072
spam,will believe true incredible reply g learn truly amazing thing blow mind ,0.149
ham,hear,0.028
ham,thank talk dear cherish have brother role model,0.133
ham,clarify open return ticket,0.098
spam,f invite friend reply stop send stop,0.135
ham,run young man pretty baby,0.07
spam, free wallpaper text heart apply  need help ,0.109
ham,o play door yo,0.041
ham,dad say come home bring lunch w u u reach school,0.111
ham,send customer service cum executive ur mail d detail contact,0.097
ham,u go doctor liver bit stylish ur hair manage s,0.089
ham,not opener,0.031
ham,yeah basically time week away,0.089
ham,rightly say fool ask question wise man know viva,0.143
ham,vote heart guide,0.043
ham,sis watch job,0.046
ham,tick tick tick  die loneliness know pout stomp foot need,0.111
ham,know,0.027
spam,double double price latest orange mobile late offer,0.159
ham,train afraid today ho ho  fancy comedy club week way,0.175
ham,da miss u dear,0.042
ham,hey sun basic yoga course  sit tell time r free,0.138
ham, bad today eh,0.05
spam,free video camera phone half price line rental cross min ,0.145
ham,think disturb da,0.03
ham,sorry later meet sir,0.049
ham,not stick orchard dad car go dinner u r free tonight,0.091
ham,wan watch e,0.036
ham,lei like dun,0.03
ham,brother transfer ,0.063
ham,call later afternoon service problem south hear listen,0.119
spam,break term condition apply claim claim number,0.131
ham,talk g x,0.026
ham,dear friend new present number raj,0.082
spam,moon need song ur mob tell ur tone charity poly charity poly zed profit charity,0.16
ham,different style,0.023
spam,win shopping spree week start play text store  ,0.135
ham,gud dear care dream,0.053
ham,want sent today s sorry hurt,0.066
spam,attempt contract u win week prize cash prize ,0.13
ham,glad find totally disagreeable ,0.062
ham,guy flash  madam care oh,0.074
spam,want new colour phone free minute mobile free text free reply,0.158
ham,mark work tomorrow get work house meet u,0.093
ham,ur problem ur heart,0.029
ham,yeah get minute,0.043
ham,babe,0.119
ham,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye election result lie let recount mother law woman plus plus amazing,0.256
ham,discuss later lar pick,0.051
ham,hey happy birthday,0.021
ham,sorry miss ,0.051
ham,thing cat worm bad day end,0.085
ham,good morning m suffer fever able come office today,0.094
ham,will not de,0.022
ham,type stuff sing,0.031
ham,st cream,0.024
ham, check room activity,0.046
ham,ah den,0.065
ham,talk aha,0.032
ham,hi exchange uncut diamond excellent service,0.12
ham,month birthday know,0.036
ham,break oh small,0.071
ham,sorry mate phone not write love,0.07
spam,hit link premium pink panther game new crazy zebra animation wallpaper free,0.149
ham,ah confuse thing not think friend maybe wrong thing sort invite tho come cos money,0.166
ham,close,0.032
ham,nope s fine nap tho,0.041
spam,mobile content order resent previous attempt fail network error query,0.153
ham,news hassle weed week money ,0.098
ham,boy love gal  not mind throw d boy decide d gal time truck speed d gal hit d girl d boy run like hell n save ask u run fast d boy reply d secret n instantly d girl shout n thy live happily drinking boost moral d free gud,0.45
ham,buy car urgently  shortage source dis amt lac that prob,0.15
ham,de ya break ,0.047
ham,need kiss u miss u baby ur baby,0.057
ham,sign maturity start say big thing actually start understand small thing nice evening ,0.154
ham,oh get responsibility,0.033
spam,new message ,0.047
ham,reach,0.027
spam, mobile entitle update late colour camera mobile free mobile update free,0.159
ham,u definitely need module e humanity dis u wan module,0.091
ham,town,0.039
spam,tone reply mono poly original n well tone network operator rate apply,0.156
ham,thank fill complete calm reassurance,0.053
ham,mufti mean,0.088
ham,drive training,0.028
ham,real tell dad cancer,0.043
spam,private account statement,0.044
ham,,0.032
ham,bus yor,0.073
ham,hi send nice,0.03
ham,impossible argue treat like sub like release remind necessary,0.154
ham,work ah den plus u rite den orchard place,0.107
ham,wonderful great month cherish guy wish day ,0.101
ham, don study,0.031
ham,wot d til,0.049
ham,rose red red blood blood heart heart u send ur friend include u like u u r poor relation u need support u r u pray god marry try,0.281
ham,way,0.037
ham,suck u hair free right,0.07
ham,work time try add zero saving ,0.114
ham,bag small perfume ,0.116
ham,training start today,0.047
ham,sorry grocer,0.027
ham,nice pub near n near warner cinema,0.087
spam,won costa sol holiday await collection   s cost,0.162
ham,not want yoga book,0.088
ham,oh shut yesterday dream boy  boy tell mark dream change diaper cause getting owe face,0.228
ham,yeah imagine gentle unlike doc treat patient like turkey,0.102
spam,free week tone ur mobile week tell ur mate tone,0.162
ham,start not stop pray good idea help guy forward link,0.133
ham,hi m m go to b prince come love,0.088
ham,office,0.036
ham,u poor thing u support k  think u,0.077
ham,oh unintentionally bad timing great finger train play min warning,0.104
spam,garden ready summer free selection summer bulb seed worth stop,0.155
ham,k come u come come get free time,0.087
ham,da happen,0.028
ham,happy new year u ur family new year bring happiness stability tranquility ur vibrant life,0.13
ham,problem renewal right away not know detail,0.079
ham, sit stop shop parking lot right bawl eye feel like failure want feel like fail,0.184
ham,leave probably go to til dinner,0.053
ham,like question,0.031
ham,new eve go party si hey,0.085
ham,sir need sir date birth company bank facility detail,0.077
ham,k k chat,0.023
ham,come car wait till directly doctor,0.076
ham, player,0.028
ham,r meet later,0.03
ham, need cash nitro hurry come crash,0.075
ham,send text later,0.036
ham,leave need ask,0.023
spam,mobile g r  wid ur play music   ,0.16
ham,get lesson ,0.033
ham,y dun believe tot tell true  c tog believe,0.099
ham,oh charge camera,0.024
ham,get salt rub open wound like,0.067
ham,go lunch,0.024
ham,school n da lab stuff r,0.085
ham,oh come tomorrow,0.028
ham,text tonight,0.046
ham,u,0.004
ham,water log desert implication,0.055
ham, convey birthday wish  today birthday,0.093
ham,company terrific food nice,0.07
ham,strange watch bed sweet miss u,0.086
spam,auction brand new auction today auction free join ,0.119
ham,hi hope u r say text u see let gently,0.101
ham,babe love know good hear voice need crave  adore kiss,0.157
ham,k sure relative home de,0.049
ham,send like,0.025
ham,need stop sup,0.035
ham,town later,0.048
ham,cook nice salmon la,0.043
ham,,0.027
ham,time u,0.018
ham,,0.004
spam,ree entry weekly chance win pod entry rate apply detail,0.142
spam,record indicate u maybe entitle pound compensation accident claim free reply claim stop stop,0.156
ham,sorry later,0.022
ham,oh oh den change plan yan,0.069
ham,,0.037
ham,ur time n enjoy ur dinner,0.039
ham,say u meet da ge den dun meet dinner cos later u leave feel awkward den u meet lunch,0.134
spam,spook mob collection pic message plus free eerie tone card spook zed pic,0.15
ham,like cheap m happy splash wine make feel well,0.085
ham,fine difficulty phone work send friend request,0.116
ham,ugh leg hurt overdo mon,0.042
spam,penny minute fix line access number prepayment direct access ,0.151
spam,won costa sol holiday await collection   s cost,0.162
ham,wot student discount u book,0.04
ham,fine fine,0.023
ham,come b guess rite,0.061
spam,mobile update free orange late colour camera mobile unlimited weekend call mobile,0.16
ham,reach ur home minute,0.043
ham,babe answer maybe well ym get photo great,0.109
ham,think match,0.03
ham,know malaria relax child not handle malaria bad gastroenteritis take replace loss temp reduce malaria vomit self limit illness mean day completely stop,0.329
ham,file run,0.091
ham,yesterday true true,0.031
ham,business,0.029
ham,pa select,0.022
spam,f invite friend reply stop send stop,0.136
ham,shelf buy egg,0.04
ham,late ,0.029
ham,s nice bad not eat,0.038
ham,accidentally bring em home box,0.041
ham,need slowly vomit,0.051
ham,exam march,0.035
ham,jane babe feel ill cover,0.089
ham,night not stay port step  ex,0.051
ham,die want u stuff,0.04
ham, bed dock slept wid year old  u da gossip,0.112
ham,smile pleasure smile pain smile trouble pour like rain smile hurt u smile love u smile,0.141
ham,heart sory,0.045
ham,meet middle school turn deal,0.071
spam,private account statement show un redeem point  identifier code expire,0.146
ham,mean u ur word,0.035
ham,nope market,0.029
ham,busy guy try bother exam way try car day,0.143
spam,choose receive award claim number collect award select receive value mobile customer,0.158
ham,hey project start aha da,0.048
ham,cool ya,0.021
ham,site buy buy self assessment,0.098
ham,opinion     lovable silent character mature stylish simple reply,0.136
spam,know try contact date service find mobile landline,0.155
ham,yeah ride,0.032
ham,jay want work sound,0.043
ham,gud gud k care sleep gud,0.048
ham,check,0.025
ham,thinking,0.019
ham,course tease know simply  post prey love smile devour kiss,0.133
ham,thank wonderful thank great week,0.066
ham,thank princess want nice juicy booty,0.058
ham,eat day sit stare juicy pizza eat ruin life,0.119
ham,gud dear care dream,0.053
ham,u come n search tat,0.038
ham,k leave soon little,0.045
spam,urgent landline cash holiday await collection t po box  ,0.126
ham,yeah work fine start week stuff dull easy guy fun,0.099
ham,study anyone help not need study,0.077
ham,tell car key purse,0.055
ham,not da,0.023
ham,sweet dream,0.021
ham,big surprise,0.033
ham,usual fine happy,0.046
ham,,0.023
ham,help u swoop pick u ur bird r meeting u want,0.082
ham,call treadmill buy sure working find ad sell,0.127
ham,absolutely love south park recently start watch office,0.074
ham,film,0.023
ham,speak will not ask friendship,0.065
ham,storm wen u lift d u u d real meaning hello d girl yes u girl d f moral d person,0.278
ham,gud care,0.026
ham,hi u tonight go pub call swan parent drink phone u,0.152
ham,lar go home dinner,0.045
ham,,0.003
spam,prize customer min polo suite busy,0.145
ham,u fix care,0.051
ham,u wan come dinner tonight,0.045
ham,hello u u u b move flat cos need arrange pick lamp care hello caroline,0.152
ham,,0.042
ham,hi hope ur day good walk table book half let know ur come,0.101
ham,oh yeah clearly fault,0.029
ham,not remember wat time r meet,0.063
ham,good hard person u know step u fall love step ruin ur friendship good,0.168
spam,urgent mobile number award prize guarantee land line claim valid,0.143
